SKU,Produto,Quantidade Vendida,Vendedor,Mês,Ano,Cidade,Estado,Preço,Total
HL4379,Televisão,3,Luíza Garcia,3,2018,Goiânia,Goiás,2500,7500
HL2714,Tablet,5,Wilson Brandão,4,2018,Porto Alegre,Rio Grande do Sul,1600,8000
HL4379,Televisão,3,Allan Guedes,5,2018,Rio de Janeiro,Rio de Janeiro,2500,7500
HL8851,Notebook,2,Rebeca Manhães,4,2018,Goiânia,Goiás,3500,7000
HL7348,SmartWatch,1,Guilherme Assis,11,2018,Salvador,Bahia,1400,1400
HL2714,Tablet,5,Jéssica Resinente,1,2018,Rio de Janeiro,Rio de Janeiro,1600,8000
HL8851,Notebook,3,Carlos Assis,8,2018,Curitiba,Paraná,3500,10500
HL2714,Tablet,3,Livia Codeceira,1,2018,Salvador,Bahia,1600,4800
HL7348,SmartWatch,3,Vitor Arruda,1,2018,São Paulo,São Paulo,1400,4200
HL8851,Notebook,1,Eduardo Lopes,9,2018,São Paulo,São Paulo,3500,3500
HL4379,Televisão,3,Beatriz Santos,8,2018,Salvador,Bahia,2500,7500
HL4379,Televisão,3,Jonatas Essaber,10,2018,Recife,Pernambuco,2500,7500
HL7348,SmartWatch,3,Letícia Rodrigues,10,2018,Rio de Janeiro,Rio de Janeiro,1400,4200
HL8851,Notebook,2,Diogo Ressurreição,12,2018,Fortaleza,Ceará,3500,7000
HL8851,Notebook,3,Thales Santos,12,2018,Fortaleza,Ceará,3500,10500
HL9962,Android,4,Natalia Guedes,9,2018,Porto Alegre,Rio Grande do Sul,3400,13600
HL4379,Televisão,2,Lucas Rocha,3,2018,Rio de Janeiro,Rio de Janeiro,2500,5000
HL9962,Android,5,Carlos Melo,4,2018,Goiânia,Goiás,3400,17000
HL4379,Televisão,1,Guilherme Merotto,7,2018,Rio de Janeiro,Rio de Janeiro,2500,2500
HL4379,Televisão,4,Rebeca Taylor,1,2018,Rio de Janeiro,Rio de Janeiro,2500,10000
HL1918,iPhone,5,Rafaela Rodrigues,5,2018,Goiânia,Goiás,5300,26500
HL1918,iPhone,2,Andreza Ramos,6,2018,São Paulo,São Paulo,5300,10600
HL1918,iPhone,1,Camille Silva,2,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL8851,Notebook,1,Carolina Siqueira,2,2018,Fortaleza,Ceará,3500,3500
HL2714,Tablet,4,João Castilho,12,2018,São Paulo,São Paulo,1600,6400
HL2714,Tablet,3,Caio Ferreira,11,2018,São Paulo,São Paulo,1600,4800
HL1918,iPhone,1,Arthur Pereira,3,2018,Porto Alegre,Rio Grande do Sul,5300,5300
HL1918,iPhone,4,Sthefeson Barroso,10,2018,São Paulo,São Paulo,5300,21200
HL2714,Tablet,2,Breno Varella,8,2018,Fortaleza,Ceará,1600,3200
HL4379,Televisão,4,Wilson Farias,12,2018,Salvador,Bahia,2500,10000
HL1918,iPhone,2,Guilherme Lima,11,2018,Goiânia,Goiás,5300,10600
HL1148,Câmera,5,Adrielle Forte,7,2018,Fortaleza,Ceará,2100,10500
HL1918,iPhone,5,Rafael Guimarães,12,2018,Fortaleza,Ceará,5300,26500
HL1918,iPhone,2,Daniel Nauenberg,2,2018,Goiânia,Goiás,5300,10600
HL4379,Televisão,4,Lucas Junior,12,2018,Salvador,Bahia,2500,10000
HL7348,SmartWatch,1,Alvaro Kranz,11,2018,São Paulo,São Paulo,1400,1400
HL9962,Android,3,Paola Abreu,7,2018,São Paulo,São Paulo,3400,10200
HL1918,iPhone,3,Cézar Santos,12,2018,Porto Alegre,Rio Grande do Sul,5300,15900
HL9962,Android,5,Rodrigo Bruno,12,2018,Belo Horizonte,Minas Gerais,3400,17000
HL2714,Tablet,2,Thales Portillo,4,2018,São Paulo,São Paulo,1600,3200
HL4379,Televisão,5,Luiz Almeida,8,2018,Porto Alegre,Rio Grande do Sul,2500,12500
HL4379,Televisão,4,Maria Junior,1,2018,Belo Horizonte,Minas Gerais,2500,10000
HL9962,Android,1,Lucas Chagas,11,2018,Rio de Janeiro,Rio de Janeiro,3400,3400
HL9962,Android,4,Alon Guedes,9,2018,Porto Alegre,Rio Grande do Sul,3400,13600
HL1918,iPhone,2,Eduardo Quindeler,9,2018,Rio de Janeiro,Rio de Janeiro,5300,10600
HL1918,iPhone,3,João Castilho,11,2018,Goiânia,Goiás,5300,15900
HL1918,iPhone,1,Pedro Dalforne,8,2018,Belo Horizonte,Minas Gerais,5300,5300
HL1148,Câmera,4,Elaine Santos,11,2018,Rio de Janeiro,Rio de Janeiro,2100,8400
HL1918,iPhone,5,Sandy Figueiredo,3,2018,Fortaleza,Ceará,5300,26500
HL1148,Câmera,1,Ana Almeida,6,2018,Fortaleza,Ceará,2100,2100
HL8851,Notebook,2,Juliana Hollander,7,2018,Fortaleza,Ceará,3500,7000
HL1918,iPhone,4,Beatriz Rodrigues,5,2018,São Paulo,São Paulo,5300,21200
HL4379,Televisão,1,Carolina Carneiro,5,2018,São Paulo,São Paulo,2500,2500
HL8851,Notebook,1,Lucas Neto,6,2018,Fortaleza,Ceará,3500,3500
HL4379,Televisão,5,Rogério Gentile,10,2018,Fortaleza,Ceará,2500,12500
HL4379,Televisão,1,Letícia Rodrigues,9,2018,Goiânia,Goiás,2500,2500
HL4379,Televisão,5,Alex Fernandes,11,2018,São Paulo,São Paulo,2500,12500
HL8851,Notebook,3,Carolina Bernardes,5,2018,Rio de Janeiro,Rio de Janeiro,3500,10500
HL4379,Televisão,1,Thaís Moura,11,2018,Porto Alegre,Rio Grande do Sul,2500,2500
HL4379,Televisão,4,Thaís Pereira,2,2018,Rio de Janeiro,Rio de Janeiro,2500,10000
HL1918,iPhone,1,Bruno Souza,12,2018,Fortaleza,Ceará,5300,5300
HL1918,iPhone,1,Gabriel Rocha,5,2018,Belo Horizonte,Minas Gerais,5300,5300
HL7348,SmartWatch,5,Adriana Carneiro,3,2018,Porto Alegre,Rio Grande do Sul,1400,7000
HL1148,Câmera,3,Caio Affonso,4,2018,São Paulo,São Paulo,2100,6300
HL2714,Tablet,3,João Júnior,10,2018,São Paulo,São Paulo,1600,4800
HL1918,iPhone,5,Bernardo Nauenberg,2,2018,Salvador,Bahia,5300,26500
HL9962,Android,4,Jackson Derossi,11,2018,Recife,Pernambuco,3400,13600
HL2714,Tablet,5,Wellington Duarte,11,2018,Salvador,Bahia,1600,8000
HL4379,Televisão,3,Gustavo Erthal,4,2018,Rio de Janeiro,Rio de Janeiro,2500,7500
HL2714,Tablet,3,Luiz Almeida,5,2018,São Paulo,São Paulo,1600,4800
HL2714,Tablet,2,Leonardo Faria,12,2018,Goiânia,Goiás,1600,3200
HL8851,Notebook,2,Ylana Teraoka,6,2018,São Paulo,São Paulo,3500,7000
HL1918,iPhone,2,Marcelo Magalhães,12,2018,Rio de Janeiro,Rio de Janeiro,5300,10600
HL9962,Android,1,Raísa Rodrigues,1,2018,Recife,Pernambuco,3400,3400
HL9962,Android,1,Eduardo Vargas,7,2018,Curitiba,Paraná,3400,3400
HL4379,Televisão,3,Andressa Nóbrega,10,2018,Salvador,Bahia,2500,7500
HL4379,Televisão,3,Adrielle Vieira,5,2018,Recife,Pernambuco,2500,7500
HL4379,Televisão,5,Victor Firmino,2,2018,São Paulo,São Paulo,2500,12500
HL4379,Televisão,1,Marianna Pestana,5,2018,Fortaleza,Ceará,2500,2500
HL7348,SmartWatch,3,Gabriel Thoni,2,2018,Curitiba,Paraná,1400,4200
HL2714,Tablet,4,Katharina Barros,3,2018,Goiânia,Goiás,1600,6400
HL4379,Televisão,2,Ramon Araujo,8,2018,Fortaleza,Ceará,2500,5000
HL4379,Televisão,1,Renan Nucci,3,2018,São Paulo,São Paulo,2500,2500
HL4379,Televisão,1,Caroll Johnson,10,2018,Porto Alegre,Rio Grande do Sul,2500,2500
HL2714,Tablet,4,Antonio Manhães,7,2018,Goiânia,Goiás,1600,6400
HL8851,Notebook,1,Cícero Lima,4,2018,Belo Horizonte,Minas Gerais,3500,3500
HL1918,iPhone,5,Thais Rodrigues,2,2018,Goiânia,Goiás,5300,26500
HL8851,Notebook,5,Alexandre Dantas,6,2018,Curitiba,Paraná,3500,17500
HL1148,Câmera,1,Hygor Essaber,1,2018,Curitiba,Paraná,2100,2100
HL4379,Televisão,5,Joyce Souza,4,2018,Fortaleza,Ceará,2500,12500
HL1918,iPhone,2,Wilson Meirelles,9,2018,Fortaleza,Ceará,5300,10600
HL1918,iPhone,2,Marina Perdomo,5,2018,Salvador,Bahia,5300,10600
HL1918,iPhone,1,Isabela Rodrigues,11,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL1148,Câmera,4,Victoria Mazza,2,2018,São Paulo,São Paulo,2100,8400
HL4379,Televisão,1,Adriane Gomes,6,2018,Goiânia,Goiás,2500,2500
HL9962,Android,5,Pedro Oliveira,3,2018,Salvador,Bahia,3400,17000
HL1918,iPhone,2,Renan Ventura,8,2018,Salvador,Bahia,5300,10600
HL1148,Câmera,3,Catarina Teixeira,8,2018,Salvador,Bahia,2100,6300
HL9962,Android,2,Henrique Silva,9,2018,São Paulo,São Paulo,3400,6800
HL1918,iPhone,5,Anderson Barreto,6,2018,Fortaleza,Ceará,5300,26500
HL4379,Televisão,5,Rafael Wajnsztok,5,2018,Goiânia,Goiás,2500,12500
HL9962,Android,3,Clarissa Santos,8,2018,Rio de Janeiro,Rio de Janeiro,3400,10200
HL1148,Câmera,2,Victoria Tavares,9,2018,Belo Horizonte,Minas Gerais,2100,4200
HL1918,iPhone,4,Luis Oliveira,4,2018,São Paulo,São Paulo,5300,21200
HL1918,iPhone,5,José Vieira,4,2018,Rio de Janeiro,Rio de Janeiro,5300,26500
HL2714,Tablet,2,Manuela Merege,6,2018,São Paulo,São Paulo,1600,3200
HL4379,Televisão,1,Matheus Moraes,2,2018,Belo Horizonte,Minas Gerais,2500,2500
HL8851,Notebook,1,Bruna Gomes,3,2018,Rio de Janeiro,Rio de Janeiro,3500,3500
HL1918,iPhone,2,Guilherme Monteiro,2,2018,Fortaleza,Ceará,5300,10600
HL9962,Android,1,Lucas Valim,4,2018,Salvador,Bahia,3400,3400
HL2714,Tablet,1,Lorena Carvalho,9,2018,Rio de Janeiro,Rio de Janeiro,1600,1600
HL1918,iPhone,4,Lucas Costa,1,2018,Fortaleza,Ceará,5300,21200
HL7348,SmartWatch,2,Lucas Machado,7,2018,Curitiba,Paraná,1400,2800
HL1918,iPhone,1,Mariana Miranda,8,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL4379,Televisão,3,Isabelle Firmino,3,2018,Salvador,Bahia,2500,7500
HL8851,Notebook,4,Camilla Cardeman,3,2018,Goiânia,Goiás,3500,14000
HL9962,Android,4,João Bach,8,2018,Rio de Janeiro,Rio de Janeiro,3400,13600
HL4379,Televisão,5,Rogério Gentile,7,2018,Rio de Janeiro,Rio de Janeiro,2500,12500
HL9962,Android,2,Jéssica Netto,5,2018,São Paulo,São Paulo,3400,6800
HL1148,Câmera,4,Matheus Gomes,11,2018,Porto Alegre,Rio Grande do Sul,2100,8400
HL2714,Tablet,3,Ana Felippe,10,2018,São Paulo,São Paulo,1600,4800
HL9962,Android,2,Eduardo Quindeler,7,2018,São Paulo,São Paulo,3400,6800
HL4379,Televisão,3,Beatriz Cavalcanti,2,2018,Salvador,Bahia,2500,7500
HL4379,Televisão,5,Myllena Corrêa,8,2018,Recife,Pernambuco,2500,12500
HL4379,Televisão,4,Leonardo Ferreira,8,2018,Goiânia,Goiás,2500,10000
HL1148,Câmera,5,Sarah Souza,9,2018,São Paulo,São Paulo,2100,10500
HL7348,SmartWatch,5,Vitor Campos,1,2018,Rio de Janeiro,Rio de Janeiro,1400,7000
HL4379,Televisão,3,Diego Rodrigues,8,2018,Curitiba,Paraná,2500,7500
HL1918,iPhone,3,Gabrielle Viríssimo,11,2018,Recife,Pernambuco,5300,15900
HL1918,iPhone,3,Luiz Mendonça,6,2018,Salvador,Bahia,5300,15900
HL7348,SmartWatch,5,Luiz Campista,1,2018,São Paulo,São Paulo,1400,7000
HL1918,iPhone,5,Renan Freire,11,2018,Fortaleza,Ceará,5300,26500
HL1148,Câmera,2,Paola Abreu,5,2018,Fortaleza,Ceará,2100,4200
HL1148,Câmera,3,Rafael Rocha,3,2018,Rio de Janeiro,Rio de Janeiro,2100,6300
HL4379,Televisão,5,Jessica Cordovil,12,2018,Curitiba,Paraná,2500,12500
HL1918,iPhone,2,Marina Marins,9,2018,Goiânia,Goiás,5300,10600
HL1918,iPhone,2,Ravena Bhering,7,2018,Salvador,Bahia,5300,10600
HL1918,iPhone,5,Marina Mesquita,4,2018,Rio de Janeiro,Rio de Janeiro,5300,26500
HL1918,iPhone,4,Caio Fernandes,12,2018,Curitiba,Paraná,5300,21200
HL8851,Notebook,3,Bruna Franco,5,2018,Fortaleza,Ceará,3500,10500
HL9962,Android,2,Breno Quinto,5,2018,Rio de Janeiro,Rio de Janeiro,3400,6800
HL9962,Android,2,Bianca Allevato,8,2018,Goiânia,Goiás,3400,6800
HL9962,Android,2,João Capitulo,6,2018,Curitiba,Paraná,3400,6800
HL1918,iPhone,5,Gustavo Guimarães,9,2018,Fortaleza,Ceará,5300,26500
HL1148,Câmera,3,Antônio Oliveira,4,2018,São Paulo,São Paulo,2100,6300
HL2714,Tablet,3,Julia Figueiredo,3,2018,Goiânia,Goiás,1600,4800
HL2714,Tablet,2,Livia Corrêa,12,2018,São Paulo,São Paulo,1600,3200
HL1148,Câmera,2,Raissa Maia,6,2018,Salvador,Bahia,2100,4200
HL9962,Android,2,Eric Neves,3,2018,Belo Horizonte,Minas Gerais,3400,6800
HL4379,Televisão,1,Bárbara Lima,5,2018,Porto Alegre,Rio Grande do Sul,2500,2500
HL4379,Televisão,5,Eric Carvalho,3,2018,Salvador,Bahia,2500,12500
HL4379,Televisão,3,Carolina Bernardes,2,2018,Salvador,Bahia,2500,7500
HL1918,iPhone,5,Jeferson Sone,11,2018,Recife,Pernambuco,5300,26500
HL8851,Notebook,5,Luis Oliveira,5,2018,Rio de Janeiro,Rio de Janeiro,3500,17500
HL8851,Notebook,4,Mariana Sousa,12,2018,São Paulo,São Paulo,3500,14000
HL2714,Tablet,2,Isabela Resende,2,2018,Curitiba,Paraná,1600,3200
HL8851,Notebook,5,Julia Figueiredo,8,2018,Rio de Janeiro,Rio de Janeiro,3500,17500
HL1918,iPhone,2,José Vieira,2,2018,São Paulo,São Paulo,5300,10600
HL9962,Android,1,Marcelo Borges,6,2018,Fortaleza,Ceará,3400,3400
HL7348,SmartWatch,3,Ananda Dias,11,2018,São Paulo,São Paulo,1400,4200
HL1918,iPhone,1,Renan Nascimento,3,2018,São Paulo,São Paulo,5300,5300
HL2714,Tablet,4,Victor Franco,11,2018,Rio de Janeiro,Rio de Janeiro,1600,6400
HL9962,Android,4,Ylana Teraoka,7,2018,São Paulo,São Paulo,3400,13600
HL1148,Câmera,1,Samara Pinto,3,2018,Fortaleza,Ceará,2100,2100
HL8851,Notebook,4,Paula Calbucci,10,2018,São Paulo,São Paulo,3500,14000
HL4379,Televisão,4,Julia Penteado,6,2018,Fortaleza,Ceará,2500,10000
HL1918,iPhone,2,Lucas Almeida,12,2018,Salvador,Bahia,5300,10600
HL1918,iPhone,3,Carolina Abrahão,10,2018,Curitiba,Paraná,5300,15900
HL8851,Notebook,2,Gabriela Mello,3,2018,São Paulo,São Paulo,3500,7000
HL1918,iPhone,5,Alex Fernandes,2,2018,São Paulo,São Paulo,5300,26500
HL4379,Televisão,3,João Fonseca,10,2018,Salvador,Bahia,2500,7500
HL4379,Televisão,5,João Araujo,3,2018,Belo Horizonte,Minas Gerais,2500,12500
HL2714,Tablet,4,Pedro Ronfini,3,2018,Recife,Pernambuco,1600,6400
HL4379,Televisão,3,Carolina Silva,9,2018,São Paulo,São Paulo,2500,7500
HL1148,Câmera,5,Luiz Almeida,11,2018,Salvador,Bahia,2100,10500
HL1918,iPhone,2,Hércules Júnior,1,2018,Rio de Janeiro,Rio de Janeiro,5300,10600
HL8851,Notebook,3,Felipe Mendonça,9,2018,São Paulo,São Paulo,3500,10500
HL1918,iPhone,1,Debora Silva,12,2018,Belo Horizonte,Minas Gerais,5300,5300
HL1918,iPhone,1,Rodrigo Mendes,1,2018,Fortaleza,Ceará,5300,5300
HL1918,iPhone,5,Wilson Miranda,5,2018,Recife,Pernambuco,5300,26500
HL1918,iPhone,3,Fernanda Silva,5,2018,Fortaleza,Ceará,5300,15900
HL4379,Televisão,4,Daniel Felippe,7,2018,Recife,Pernambuco,2500,10000
HL4379,Televisão,1,Rogério Gentile,9,2018,Fortaleza,Ceará,2500,2500
HL4379,Televisão,5,Priscila Garcia,2,2018,Salvador,Bahia,2500,12500
HL8851,Notebook,1,Yasser Calbucci,7,2018,Rio de Janeiro,Rio de Janeiro,3500,3500
HL1148,Câmera,1,Ana Silva,8,2018,Fortaleza,Ceará,2100,2100
HL1918,iPhone,2,Rebeca Reis,9,2018,Fortaleza,Ceará,5300,10600
HL7348,SmartWatch,4,Rachel Restum,12,2018,Porto Alegre,Rio Grande do Sul,1400,5600
HL9962,Android,5,Bernardo Ribeiro,2,2018,Fortaleza,Ceará,3400,17000
HL1918,iPhone,4,Juliana Souza,9,2018,Goiânia,Goiás,5300,21200
HL9962,Android,4,Ana Campos,11,2018,São Paulo,São Paulo,3400,13600
HL8851,Notebook,5,João Luz,5,2018,Salvador,Bahia,3500,17500
HL1148,Câmera,2,Alon Pestana,12,2018,Porto Alegre,Rio Grande do Sul,2100,4200
HL1918,iPhone,4,Monique Vasconcelos,4,2018,Fortaleza,Ceará,5300,21200
HL2714,Tablet,5,Carlos Barbosa,5,2018,Salvador,Bahia,1600,8000
HL2714,Tablet,3,Luiz Xavier,11,2018,Rio de Janeiro,Rio de Janeiro,1600,4800
HL8851,Notebook,2,Matheus Miranda,5,2018,Recife,Pernambuco,3500,7000
HL4379,Televisão,5,Fernanda Junior,1,2018,Recife,Pernambuco,2500,12500
HL4379,Televisão,3,Gabriel Azevedo,5,2018,Curitiba,Paraná,2500,7500
HL1918,iPhone,2,Caio Cardoso,10,2018,Curitiba,Paraná,5300,10600
HL4379,Televisão,4,Renan Cunha,2,2018,Salvador,Bahia,2500,10000
HL7348,SmartWatch,4,Rodrigo Ramos,2,2018,Salvador,Bahia,1400,5600
HL1918,iPhone,2,Miguel Carneiro,11,2018,Curitiba,Paraná,5300,10600
HL4379,Televisão,4,David Vasconcelos,9,2018,São Paulo,São Paulo,2500,10000
HL1148,Câmera,5,Letícia Araujo,2,2018,Fortaleza,Ceará,2100,10500
HL7348,SmartWatch,4,Lucas Wanderley,12,2018,Belo Horizonte,Minas Gerais,1400,5600
HL9962,Android,2,Raul Junqueira,11,2018,Belo Horizonte,Minas Gerais,3400,6800
HL9962,Android,4,Amanda Felippe,1,2018,Recife,Pernambuco,3400,13600
HL1918,iPhone,4,Breno Caputo,1,2018,Porto Alegre,Rio Grande do Sul,5300,21200
HL8851,Notebook,1,Raissa Pinheiro,6,2018,Curitiba,Paraná,3500,3500
HL4379,Televisão,3,Victoria Mazza,12,2018,Belo Horizonte,Minas Gerais,2500,7500
HL1918,iPhone,1,Rodrigo Souza,8,2018,Fortaleza,Ceará,5300,5300
HL1918,iPhone,2,Vittorio Freitas,10,2018,Fortaleza,Ceará,5300,10600
HL2714,Tablet,1,Camille Silva,2,2018,Rio de Janeiro,Rio de Janeiro,1600,1600
HL9962,Android,3,Anna Silva,11,2018,Salvador,Bahia,3400,10200
HL1918,iPhone,1,Cassio Faria,1,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL1918,iPhone,3,Wendela Mariz,8,2018,Rio de Janeiro,Rio de Janeiro,5300,15900
HL8851,Notebook,4,Livia Cozendey,7,2018,Belo Horizonte,Minas Gerais,3500,14000
HL1918,iPhone,2,Gabriel Silva,6,2018,Fortaleza,Ceará,5300,10600
HL4379,Televisão,2,Caio Moraes,7,2018,Salvador,Bahia,2500,5000
HL8851,Notebook,2,Livia Codeceira,8,2018,Fortaleza,Ceará,3500,7000
HL7348,SmartWatch,2,Roberto Nogueira,10,2018,Rio de Janeiro,Rio de Janeiro,1400,2800
HL7348,SmartWatch,5,Raphael Mattos,12,2018,São Paulo,São Paulo,1400,7000
HL9962,Android,5,Juan Fernandes,4,2018,São Paulo,São Paulo,3400,17000
HL7348,SmartWatch,4,Maria Junior,12,2018,Salvador,Bahia,1400,5600
HL1918,iPhone,4,Nicolas Monteiro,3,2018,Curitiba,Paraná,5300,21200
HL4379,Televisão,4,Raíssa Oliveira,10,2018,Fortaleza,Ceará,2500,10000
HL2714,Tablet,1,Fabio Ramos,8,2018,Rio de Janeiro,Rio de Janeiro,1600,1600
HL4379,Televisão,3,Jorge Carvalho,4,2018,Rio de Janeiro,Rio de Janeiro,2500,7500
HL7348,SmartWatch,3,Thomáz Rodriguez,4,2018,Salvador,Bahia,1400,4200
HL8851,Notebook,1,Lucas Assunção,8,2018,São Paulo,São Paulo,3500,3500
HL1918,iPhone,5,Larissa Vasconcellos,12,2018,Belo Horizonte,Minas Gerais,5300,26500
HL4379,Televisão,1,Helena Chafin,12,2018,Goiânia,Goiás,2500,2500
HL1918,iPhone,4,Kimberly Sad,5,2018,São Paulo,São Paulo,5300,21200
HL9962,Android,2,Anderson Cavalcanti,9,2018,Goiânia,Goiás,3400,6800
HL7348,SmartWatch,5,Stephanie Oliveira,9,2018,Rio de Janeiro,Rio de Janeiro,1400,7000
HL4379,Televisão,1,Caio Moraes,6,2018,Belo Horizonte,Minas Gerais,2500,2500
HL7348,SmartWatch,3,Gabrielle Silva,12,2018,São Paulo,São Paulo,1400,4200
HL2714,Tablet,2,Juliana Silva,12,2018,São Paulo,São Paulo,1600,3200
HL4379,Televisão,2,Raissa Maia,2,2018,Salvador,Bahia,2500,5000
HL1918,iPhone,3,Laís Oliveira,12,2018,Salvador,Bahia,5300,15900
HL9962,Android,4,Gabriel Soares,4,2018,Curitiba,Paraná,3400,13600
HL8851,Notebook,3,Gabriel Rocha,2,2018,Fortaleza,Ceará,3500,10500
HL1918,iPhone,2,Rafaela Ferreira,4,2018,Salvador,Bahia,5300,10600
HL7348,SmartWatch,3,Carolina Figueiredo,3,2018,Recife,Pernambuco,1400,4200
HL1148,Câmera,3,Deysiane Medronho,7,2018,Porto Alegre,Rio Grande do Sul,2100,6300
HL8851,Notebook,3,Ives Teixeira,12,2018,São Paulo,São Paulo,3500,10500
HL8851,Notebook,5,Raissa Maia,2,2018,São Paulo,São Paulo,3500,17500
HL1918,iPhone,3,Katharina Barros,11,2018,Salvador,Bahia,5300,15900
HL9962,Android,5,William Mendonça,3,2018,São Paulo,São Paulo,3400,17000
HL2714,Tablet,1,Isabella Rodrigues,8,2018,São Paulo,São Paulo,1600,1600
HL8851,Notebook,5,Bárbara Lima,8,2018,Belo Horizonte,Minas Gerais,3500,17500
HL2714,Tablet,3,Gabriel Ribeiro,6,2018,Fortaleza,Ceará,1600,4800
HL2714,Tablet,4,Raíssa Nimer,5,2018,Fortaleza,Ceará,1600,6400
HL4379,Televisão,3,Lais Candido,10,2018,Fortaleza,Ceará,2500,7500
HL7348,SmartWatch,4,Jéssica Resinente,8,2018,São Paulo,São Paulo,1400,5600
HL1918,iPhone,1,Lucas Junior,11,2018,Salvador,Bahia,5300,5300
HL2714,Tablet,1,Matheus Gomes,12,2018,Recife,Pernambuco,1600,1600
HL7348,SmartWatch,3,Bruna Silva,7,2018,Porto Alegre,Rio Grande do Sul,1400,4200
HL1918,iPhone,2,Giuseppe Bhering,9,2018,Porto Alegre,Rio Grande do Sul,5300,10600
HL1148,Câmera,1,Maria Gasperi,12,2018,Salvador,Bahia,2100,2100
HL9962,Android,5,Fernanda Ferreira,9,2018,Rio de Janeiro,Rio de Janeiro,3400,17000
HL1918,iPhone,5,Caio Vianna,9,2018,Belo Horizonte,Minas Gerais,5300,26500
HL1918,iPhone,3,Pedro Pereira,11,2018,Curitiba,Paraná,5300,15900
HL7348,SmartWatch,2,Caroll Johnson,2,2018,Salvador,Bahia,1400,2800
HL7348,SmartWatch,1,Bianca Ferezin,12,2018,Curitiba,Paraná,1400,1400
HL2714,Tablet,1,Rafaela Ferreira,1,2018,Goiânia,Goiás,1600,1600
HL9962,Android,4,Ananda Dias,10,2018,Goiânia,Goiás,3400,13600
HL2714,Tablet,2,Eduardo Lopes,11,2018,Fortaleza,Ceará,1600,3200
HL7348,SmartWatch,1,Daniel Monteiro,5,2018,Belo Horizonte,Minas Gerais,1400,1400
HL7348,SmartWatch,5,Gabriel Azevedo,11,2018,Fortaleza,Ceará,1400,7000
HL4379,Televisão,2,Anderson Cavalcanti,6,2018,Fortaleza,Ceará,2500,5000
HL9962,Android,3,Camilla Guimarães,11,2018,Curitiba,Paraná,3400,10200
HL4379,Televisão,5,Khaio Mesquita,8,2018,Fortaleza,Ceará,2500,12500
HL9962,Android,1,José Vieira,10,2018,Belo Horizonte,Minas Gerais,3400,3400
HL2714,Tablet,5,Lucas Rodrigues,5,2018,Curitiba,Paraná,1600,8000
HL7348,SmartWatch,1,Victor Corrêa,3,2018,São Paulo,São Paulo,1400,1400
HL9962,Android,5,Mariane Ferreira,3,2018,Fortaleza,Ceará,3400,17000
HL8851,Notebook,4,Rafaella Mello,1,2018,Curitiba,Paraná,3500,14000
HL8851,Notebook,2,Julia Leig,7,2018,Recife,Pernambuco,3500,7000
HL1918,iPhone,4,Marcela Gasperi,12,2018,Rio de Janeiro,Rio de Janeiro,5300,21200
HL9962,Android,1,Patrick Silva,8,2018,Porto Alegre,Rio Grande do Sul,3400,3400
HL1918,iPhone,2,Clarissa Santos,6,2018,Rio de Janeiro,Rio de Janeiro,5300,10600
HL8851,Notebook,4,Carlos Assis,10,2018,Rio de Janeiro,Rio de Janeiro,3500,14000
HL7348,SmartWatch,4,Pedro Rodrigues,10,2018,Fortaleza,Ceará,1400,5600
HL4379,Televisão,2,Célio Xavier,3,2018,Fortaleza,Ceará,2500,5000
HL4379,Televisão,1,Jeferson Sone,12,2018,São Paulo,São Paulo,2500,2500
HL2714,Tablet,2,Caroline Delgado,10,2018,Belo Horizonte,Minas Gerais,1600,3200
HL2714,Tablet,2,Bruna Londero,5,2018,São Paulo,São Paulo,1600,3200
HL2714,Tablet,1,João Pedrazza,2,2018,São Paulo,São Paulo,1600,1600
HL4379,Televisão,1,Tiago Pereira,10,2018,Fortaleza,Ceará,2500,2500
HL9962,Android,2,Daniel Sousa,12,2018,Recife,Pernambuco,3400,6800
HL1148,Câmera,3,Diego Mello,1,2018,São Paulo,São Paulo,2100,6300
HL9962,Android,1,Gabrielle Figueiredo,7,2018,São Paulo,São Paulo,3400,3400
HL7348,SmartWatch,5,Lucas Almeida,12,2018,Goiânia,Goiás,1400,7000
HL1918,iPhone,1,Guido Monteiro,2,2018,Rio de Janeiro,Rio de Janeiro,5300,5300
HL4379,Televisão,2,Thayane Resende,3,2018,Porto Alegre,Rio Grande do Sul,2500,5000
HL1918,iPhone,5,Marina Aragão,1,2018,Rio de Janeiro,Rio de Janeiro,5300,26500
HL1918,iPhone,2,Felipe Mendonça,8,2018,Rio de Janeiro,Rio de Janeiro,5300,10600
HL1918,iPhone,3,Maria Cardoso,7,2018,Rio de Janeiro,Rio de Janeiro,5300,15900
HL2714,Tablet,3,Mariana Freire,5,2018,Salvador,Bahia,1600,4800
HL1918,iPhone,1,Vinícius Antunes,2,2018,São Paulo,São Paulo,5300,5300
HL8851,Notebook,4,Gabrielle Figueiredo,6,2018,São Paulo,São Paulo,3500,14000
HL1918,iPhone,3,Rafaela Gomes,8,2018,Recife,Pernambuco,5300,15900
HL1918,iPhone,2,Mariana Sousa,11,2018,Rio de Janeiro,Rio de Janeiro,5300,10600
